age,two_year_recid,c_charge_degree,race,sex,priors_count,length_of_stay,score
26,0,F,Other,Male,0,0,1
37,0,F,African-American,Male,0,0,0
23,0,M,Other,Female,2,0,0
37,1,F,African-American,Male,17,1,0
41,1,F,African-American,Male,8,0,0
53,0,M,Other,Female,0,0,1
27,0,F,African-American,Male,0,-1,1
39,0,F,African-American,Male,5,4,0
26,1,F,African-American,Male,0,1,1
67,0,F,Other,Male,3,1,1
27,1,F,African-American,Male,12,1,0
52,0,F,African-American,Female,0,0,1
26,1,M,Other,Male,0,5,0
59,0,M,African-American,Female,0,0,1
47,1,F,African-American,Male,19,212,0
20,0,M,Other,Male,0,1,1
31,1,F,African-American,Male,19,0,0
22,1,F,African-American,Female,0,1,1
24,0,F,Other,Male,0,0,0
30,1,F,Other,Female,5,7,0
32,1,F,Other,Male,15,90,0
58,1,F,Other,Male,3,15,1
62,0,F,Other,Male,0,2,1
29,0,M,African-American,Male,1,3,1
42,0,F,African-American,Female,0,0,1
47,0,M,African-American,Male,1,1,1
39,0,F,Other,Male,6,26,0
31,1,F,Other,Female,2,27,1
21,0,F,Other,Male,1,0,0
37,1,F,Other,Male,6,23,0
26,1,F,Other,Male,1,16,1
26,1,F,Other,Male,0,1,0
29,0,M,Other,Male,1,0,0
36,0,F,Other,Male,0,36,1
32,1,M,African-American,Male,1,3,1
20,1,F,African-American,Male,0,0,0
49,0,F,Other,Male,1,1,1
34,0,M,Other,Male,2,0,1
22,0,F,African-American,Male,3,33,0
29,1,F,African-American,Male,3,1,0
31,1,M,Other,Male,0,0,1
41,1,F,African-American,Male,24,1,0
26,0,M,African-American,Female,0,1,0
31,1,F,African-American,Male,6,31,0
46,0,F,Other,Male,13,141,1
45,1,M,Other,Male,8,71,1
24,0,M,African-American,Male,1,24,0
29,1,F,African-American,Female,2,10,1
31,0,F,African-American,Female,0,2,0
33,1,F,Other,Male,0,0,0
46,0,F,Other,Male,2,7,1
26,1,M,African-American,Male,9,1,0
30,0,M,Other,Male,2,6,0
27,0,F,Other,Male,0,1,0
26,0,M,Other,Male,0,1,1
26,0,F,African-American,Male,0,2,1
30,0,F,African-American,Male,14,5,0
31,0,M,African-American,Male,0,21,1
37,1,M,Other,Male,4,82,1
36,0,M,African-American,Female,1,0,1
19,1,F,African-American,Male,1,1,0
42,1,F,African-American,Male,0,34,0
44,0,F,African-American,Male,9,25,0
40,0,F,African-American,Male,0,1,1
21,1,F,African-American,Male,1,59,0
20,1,M,African-American,Male,0,4,0
26,1,F,Other,Male,0,2,1
49,1,M,African-American,Male,1,0,1
41,0,F,African-American,Male,2,14,0
30,1,F,Other,Male,13,1,0
47,0,M,Other,Male,0,-1,1
56,1,F,African-American,Male,5,597,1
36,0,M,Other,Female,1,1,1
31,0,M,Other,Male,1,-1,1
26,0,M,Other,Female,0,0,0
21,0,F,Other,Male,0,0,0
38,1,F,African-American,Male,0,0,1
25,1,F,African-American,Male,1,0,1
23,1,F,Other,Male,0,1,0
33,0,M,African-American,Female,1,1,1
37,1,F,African-American,Male,0,0,1
24,0,F,Other,Female,0,0,0
27,0,M,Other,Male,0,1,1
31,0,M,African-American,Female,1,0,0
57,0,F,African-American,Male,19,3,0
24,1,F,Other,Male,0,36,0
40,0,M,Other,Male,0,1,1
26,1,F,African-American,Male,1,22,0
41,0,F,African-American,Male,13,2,0
22,0,M,Other,Female,0,-1,1
25,0,F,Other,Male,2,29,0
22,1,F,Other,Male,0,6,0
27,1,F,Other,Female,1,25,0
29,0,M,African-American,Male,0,0,1
25,1,M,African-American,Male,2,0,0
28,1,M,African-American,Male,1,1,1
25,1,F,Other,Male,0,20,1
46,0,F,African-American,Male,3,2,1
35,1,F,African-American,Male,13,5,0
34,1,M,African-American,Male,5,3,1
38,0,F,Other,Male,17,180,0
33,0,M,Other,Male,0,1,1
41,0,F,African-American,Male,19,220,0
24,1,F,African-American,Male,3,0,0
53,1,F,Other,Male,9,130,0
51,0,F,African-American,Female,7,1,1
30,1,M,Other,Male,9,7,0
22,0,F,African-American,Female,2,2,0
24,0,F,Other,Male,0,18,1
22,1,M,African-American,Male,0,1,1
26,0,M,Other,Male,0,0,1
28,0,F,Other,Male,1,1,0
23,1,F,African-American,Male,4,0,0
41,1,F,Other,Male,1,0,1
48,0,F,Other,Female,0,17,1
21,0,M,African-American,Male,1,1,0
31,0,M,Other,Male,0,0,1
28,1,M,Other,Male,0,0,1
35,0,M,Other,Male,0,0,1
23,0,F,Other,Male,0,0,1
37,1,M,African-American,Female,23,-1,0
53,0,M,Other,Male,1,0,1
38,1,M,African-American,Male,2,10,1
31,0,F,Other,Male,2,16,0
27,0,F,African-American,Male,2,3,1
33,1,F,African-American,Female,0,29,0
21,1,F,African-American,Male,0,1,0
23,1,M,African-American,Male,3,13,0
33,0,F,Other,Female,1,84,0
31,1,F,Other,Male,13,471,0
29,0,M,Other,Male,1,43,1
52,0,F,Other,Male,10,149,0
33,1,M,African-American,Male,9,1,0
26,0,F,Other,Male,5,0,1
33,1,M,African-American,Male,2,-1,1
27,1,F,African-American,Male,0,0,1
42,0,F,Other,Female,0,1,1
45,0,M,Other,Male,1,0,1
31,1,F,African-American,Male,15,2,0
28,0,M,Other,Male,11,0,0
30,0,M,African-American,Male,1,0,0
24,1,F,African-American,Female,2,3,0
22,1,F,African-American,Male,0,0,0
23,0,M,Other,Female,0,0,0
25,1,F,African-American,Male,4,19,0
27,0,F,Other,Male,1,1,0
56,0,F,African-American,Male,0,1,1
22,1,F,African-American,Male,0,1,0
24,1,M,African-American,Female,1,0,0
40,1,F,Other,Male,8,6,0
24,1,M,African-American,Male,0,1,1
40,0,F,Other,Male,0,1,1
44,1,F,Other,Male,1,0,1
24,1,F,African-American,Female,2,1,0
40,1,F,Other,Female,3,0,1
40,1,M,Other,Male,0,0,1
43,0,M,Other,Male,0,0,1
26,0,F,Other,Female,0,0,0
29,1,F,African-American,Male,5,3,0
34,1,F,Other,Male,0,2,1
20,1,F,African-American,Male,1,109,0
49,0,F,Other,Male,0,-1,1
74,0,M,Other,Male,0,0,1
37,0,F,Other,Male,3,38,1
45,0,M,African-American,Male,20,46,0
30,0,M,African-American,Male,4,54,0
26,0,F,Other,Male,0,-1,1
39,0,F,African-American,Male,8,40,1
39,0,F,Other,Male,0,5,1
26,1,F,African-American,Male,1,0,1
24,0,M,Other,Female,1,0,1
40,0,F,African-American,Male,1,1,1
50,1,F,African-American,Male,7,1,0
24,1,M,Other,Male,9,10,0
33,1,F,Other,Male,3,14,0
38,1,M,African-American,Male,8,9,0
27,1,F,African-American,Male,8,17,1
31,0,M,African-American,Male,0,0,1
29,1,F,Other,Female,11,34,0
62,1,F,African-American,Male,22,33,0
24,1,F,African-American,Male,7,68,0
22,1,F,African-American,Male,0,7,1
42,0,F,Other,Female,3,0,0
49,1,M,Other,Female,2,11,1
39,0,F,African-American,Male,2,0,1
30,1,F,African-American,Male,15,93,0
43,0,F,African-American,Male,5,0,0
23,1,M,Other,Male,4,7,1
31,1,F,Other,Female,0,0,1
29,0,M,Other,Female,0,0,0
28,1,F,African-American,Male,11,0,0
21,1,F,African-American,Male,0,1,0
19,1,F,African-American,Male,3,30,1
26,1,M,African-American,Male,3,2,0
44,0,M,Other,Male,1,0,1
44,0,F,African-American,Male,0,3,1
49,0,M,Other,Male,1,4,1
22,0,F,African-American,Male,2,13,0
28,1,F,Other,Female,7,6,0
54,0,F,Other,Male,3,0,1
28,0,M,African-American,Male,3,0,1
37,0,M,Other,Male,0,0,1
30,1,M,African-American,Male,3,5,1
53,0,M,African-American,Male,5,2,1
29,0,M,Other,Male,2,1,0
21,0,F,Other,Male,0,1,0
27,0,M,African-American,Male,1,16,0
30,0,M,African-American,Female,2,0,1
33,0,M,Other,Male,3,0,1
22,1,M,African-American,Male,1,0,1
47,1,F,African-American,Male,23,403,0
27,1,F,African-American,Male,8,1,0
23,1,F,African-American,Male,10,4,0
44,0,F,African-American,Male,1,1,1
60,0,F,African-American,Male,1,0,1
31,1,M,African-American,Male,6,48,0
23,0,M,African-American,Male,1,3,0
29,1,M,Other,Male,0,3,1
39,0,F,Other,Male,0,54,1
33,1,F,Other,Male,4,2,1
36,0,F,African-American,Male,0,0,0
66,0,F,Other,Male,1,0,1
70,0,M,African-American,Male,0,1,1
30,0,F,Other,Male,0,5,1
52,0,M,African-American,Male,1,9,1
23,1,M,Other,Male,2,19,0
60,1,F,Other,Female,0,1,1
50,0,M,Other,Male,2,0,1
22,1,F,African-American,Male,0,5,0
32,1,F,Other,Male,6,2,1
32,0,F,Other,Male,1,15,1
23,1,F,African-American,Male,0,0,1
38,0,F,African-American,Male,4,-1,1
29,0,M,African-American,Female,0,1,1
45,1,F,African-American,Male,17,46,0
52,1,F,Other,Male,16,11,0
22,1,M,African-American,Male,0,0,1
26,0,M,African-American,Female,0,0,1
24,0,M,Other,Female,7,1,0
30,1,F,African-American,Male,2,1,0
30,0,M,Other,Male,1,0,1
30,0,M,Other,Male,0,1,1
24,1,F,African-American,Male,2,1,1
61,0,M,Other,Male,0,0,1
36,0,M,Other,Male,1,0,1
35,0,M,African-American,Male,0,0,1
60,0,F,Other,Male,4,6,1
29,1,F,African-American,Male,4,8,1
30,0,F,African-American,Male,1,70,0
53,0,F,Other,Male,1,21,1
26,0,F,African-American,Male,0,0,0
27,0,M,African-American,Male,3,1,0
21,1,F,African-American,Male,0,6,0
45,1,F,African-American,Male,38,121,0
21,0,F,African-American,Male,0,1,0
55,0,M,Other,Male,0,1,1
35,0,F,Other,Female,4,13,1
34,1,F,Other,Male,9,1,0
50,1,F,Other,Male,0,0,1
30,1,F,African-American,Male,1,0,0
32,1,F,African-American,Male,1,1,1
25,1,M,African-American,Male,8,0,0
30,1,F,African-American,Male,12,-1,0
43,1,M,African-American,Male,0,1,1
45,1,F,Other,Male,20,2,1
32,1,F,African-American,Female,6,3,1
23,0,M,Other,Male,0,2,1
44,0,M,Other,Female,0,0,1
29,0,M,Other,Male,1,0,0
21,1,F,Other,Male,5,1,0
31,1,M,African-American,Male,5,0,0
55,0,M,Other,Male,0,0,1
52,0,M,Other,Male,0,0,1
32,0,M,Other,Female,0,2,1
25,1,F,African-American,Male,10,7,0
23,0,F,Other,Male,4,27,0
30,0,M,Other,Female,0,3,0
22,1,M,African-American,Male,0,21,0
39,1,F,African-American,Male,13,1,0
21,1,F,African-American,Male,1,1,0
36,1,F,African-American,Male,14,173,0
35,1,M,African-American,Male,17,2,0
46,0,M,Other,Female,0,-1,1
55,0,M,Other,Male,0,10,0
21,1,F,Other,Male,2,0,0
44,0,M,Other,Female,0,1,1
22,1,F,Other,Male,0,0,0
45,0,F,Other,Male,0,37,1
25,1,M,African-American,Male,4,9,1
29,0,F,African-American,Male,0,72,1
23,1,M,African-American,Male,0,0,1
21,1,F,African-American,Male,1,1,1
44,1,M,Other,Male,0,1,1
35,1,F,African-American,Female,0,1,1
61,0,M,Other,Female,0,0,1
63,1,F,African-American,Male,9,1,0
34,0,F,Other,Male,0,2,1
25,0,M,Other,Male,2,64,0
29,0,F,African-American,Male,1,40,0
28,1,F,African-American,Male,1,0,1
53,1,M,African-American,Male,0,1,1
46,0,M,Other,Male,0,0,1
37,0,M,Other,Male,3,0,1
45,0,M,Other,Female,5,0,1
37,0,F,Other,Male,5,10,1
47,1,M,Other,Male,0,3,1
36,1,F,African-American,Male,13,2,0
30,0,F,Other,Female,4,29,0
42,1,F,African-American,Male,0,7,0
23,1,M,African-American,Male,1,27,0
27,0,F,Other,Male,1,1,1
25,0,M,Other,Male,0,0,1
35,1,F,African-American,Male,1,1,1
26,0,M,African-American,Male,0,0,1
24,0,M,African-American,Female,2,30,0
23,0,M,African-American,Male,3,6,0
22,1,M,Other,Male,0,9,1
29,0,M,Other,Female,0,0,1
23,0,F,African-American,Male,6,0,0
41,1,M,Other,Male,0,3,1
33,0,F,Other,Female,2,0,1
37,0,M,Other,Female,2,1,1
46,1,M,Other,Male,1,0,1
50,1,M,Other,Male,9,1,0
29,1,F,African-American,Female,5,8,1
21,1,F,African-American,Male,1,2,0
48,0,M,Other,Male,0,-1,1
41,1,F,Other,Male,1,1,1
46,0,F,African-American,Female,4,0,1
50,0,F,Other,Male,0,0,1
19,1,F,Other,Male,2,1,0
38,1,F,Other,Male,10,0,0
28,1,F,Other,Male,0,1,1
27,0,M,African-American,Male,0,1,1
31,1,F,Other,Male,6,1,0
25,1,F,Other,Male,2,0,0
31,0,M,Other,Female,0,0,1
21,0,F,African-American,Male,0,1,1
32,0,F,African-American,Male,14,1,0
31,0,M,Other,Male,0,9,1
31,1,F,African-American,Male,6,1,0
25,0,F,Other,Male,0,0,1
25,1,F,African-American,Male,0,-1,0
21,1,M,Other,Male,0,1,0
61,0,F,Other,Male,4,118,0
40,1,M,Other,Male,0,0,1
29,1,F,African-American,Male,6,1,0
24,0,M,African-American,Male,1,0,1
23,0,F,African-American,Male,0,0,1
52,0,F,African-American,Female,0,2,1
37,1,M,Other,Female,0,1,1
52,0,M,Other,Female,0,0,1
20,1,M,Other,Male,0,1,1
24,1,M,Other,Female,0,0,0
26,1,F,African-American,Male,2,0,0
48,0,F,Other,Male,0,2,1
41,1,F,African-American,Female,7,1,1
22,1,F,African-American,Male,1,-1,0
26,0,M,Other,Female,1,5,1
33,1,F,African-American,Male,0,0,1
42,0,M,Other,Male,0,0,1
44,0,F,African-American,Male,2,1,1
28,1,F,African-American,Male,20,0,0
22,0,F,Other,Male,0,1,0
34,0,F,Other,Female,5,1,1
29,1,F,African-American,Male,3,0,1
25,1,F,African-American,Male,4,32,0
77,0,M,Other,Male,1,3,1
39,0,M,African-American,Male,10,40,0
23,1,F,African-American,Male,3,6,0
27,1,F,Other,Male,2,6,0
40,1,F,Other,Female,4,5,1
44,1,F,Other,Female,10,5,0
31,0,F,African-American,Male,0,-1,0
22,1,F,African-American,Male,1,1,0
28,0,F,Other,Female,0,0,1
44,0,F,Other,Male,0,1,1
23,1,F,Other,Male,3,3,0
27,1,F,African-American,Male,4,34,0
21,1,F,Other,Male,0,28,1
32,0,M,Other,Female,0,10,1
20,1,F,Other,Male,0,6,0
33,0,F,African-American,Male,1,1,0
61,0,F,Other,Male,10,22,0
22,1,F,Other,Male,0,6,1
56,1,M,Other,Male,0,-1,1
43,1,M,African-American,Male,15,0,0
38,0,F,Other,Female,0,25,1
23,1,F,African-American,Female,0,0,1
31,1,F,African-American,Female,9,0,0
35,1,M,African-American,Male,3,0,1
48,1,F,Other,Male,3,0,1
32,0,F,Other,Male,6,0,0
32,1,F,Other,Male,1,0,1
34,1,M,Other,Male,1,-1,1
42,0,F,Other,Male,1,2,1
53,0,F,African-American,Male,13,91,0
21,1,F,Other,Male,1,0,1
28,1,F,African-American,Female,2,0,0
28,0,F,Other,Male,5,0,0
24,0,F,African-American,Male,3,75,0
28,0,F,Other,Female,1,9,0
30,0,F,African-American,Male,11,117,0
28,0,F,Other,Female,0,2,0
23,0,F,Other,Male,0,0,1
50,1,F,African-American,Male,13,242,1
24,0,F,Other,Male,0,0,1
42,1,M,African-American,Male,17,51,0
25,1,F,African-American,Male,4,31,0
19,1,F,African-American,Male,3,0,0
50,1,M,Other,Male,0,14,1
41,0,M,Other,Male,9,32,0
25,0,M,Other,Female,0,0,1
42,0,F,Other,Male,3,0,1
23,0,F,African-American,Male,1,0,0
31,1,M,African-American,Female,1,1,1
21,1,M,Other,Male,0,3,0
40,0,M,African-American,Male,1,1,1
53,0,M,Other,Female,1,0,1
30,1,F,African-American,Male,9,50,0
32,0,F,African-American,Male,9,111,0
56,0,M,Other,Male,1,1,1
32,1,M,Other,Female,8,7,0
37,0,M,Other,Male,0,1,1
30,0,F,African-American,Male,0,0,0
26,0,F,African-American,Female,1,2,0
30,0,M,Other,Male,0,56,1
27,1,F,Other,Male,7,0,0
39,0,F,African-American,Male,1,13,1
65,0,M,African-American,Male,7,0,0
22,1,F,Other,Male,2,1,0
42,0,F,African-American,Male,0,0,0
50,0,M,Other,Male,1,0,1
31,0,M,African-American,Male,1,-1,1
23,0,F,Other,Male,0,1,0
40,0,F,Other,Female,5,55,0
30,1,M,African-American,Male,10,1,1
42,0,F,African-American,Female,1,-1,1
21,1,F,African-American,Male,0,1,0
21,1,F,African-American,Male,1,3,0
32,0,F,African-American,Female,0,0,1
21,1,F,African-American,Male,3,9,0
33,0,M,Other,Male,0,0,1
57,0,F,Other,Male,1,17,1
26,0,M,Other,Male,0,1,1
22,0,M,Other,Male,0,0,0
26,1,F,Other,Male,4,2,1
41,0,F,African-American,Male,0,177,1
37,0,F,African-American,Male,14,1,0
21,0,M,Other,Male,0,0,1
67,1,M,Other,Male,2,0,1
26,0,M,Other,Male,0,1,1
29,0,F,Other,Female,0,47,1
30,0,M,Other,Female,0,1,1
24,0,F,Other,Female,2,2,0
47,0,M,Other,Male,1,1,1
33,1,M,African-American,Male,3,1,1
49,0,F,Other,Female,3,0,1
42,0,F,African-American,Female,1,0,0
31,1,F,African-American,Male,23,55,0
44,1,M,Other,Female,0,0,1
22,1,F,Other,Male,1,17,1
43,0,M,Other,Female,0,1,1
61,0,M,African-American,Male,1,2,1
23,1,F,African-American,Male,2,0,1
23,1,M,African-American,Male,0,0,1
26,0,F,Other,Male,2,-1,0
22,1,F,Other,Female,0,1,0
29,0,M,African-American,Male,0,1,1
23,1,F,African-American,Male,2,6,0
55,0,M,Other,Male,0,0,1
23,1,F,African-American,Male,8,2,0
20,1,F,African-American,Male,1,0,0
30,0,M,Other,Male,0,0,1
67,0,F,Other,Male,0,0,1
28,1,F,Other,Male,5,20,0
21,1,F,Other,Male,1,5,0
26,0,M,African-American,Male,0,1,1
52,1,M,African-American,Male,0,0,1
24,0,F,Other,Female,0,36,0
32,1,F,Other,Male,5,55,0
34,1,M,African-American,Male,0,29,0
53,1,M,Other,Male,8,4,1
19,1,F,Other,Female,0,1,1
61,1,F,Other,Male,2,3,1
24,0,F,African-American,Female,0,0,1
39,1,F,African-American,Male,13,1,0
46,1,F,African-American,Male,9,115,0
57,0,M,Other,Male,0,1,1
42,0,F,African-American,Male,1,1,1
45,0,M,Other,Female,0,0,1
61,0,F,African-American,Male,12,241,1
23,0,M,African-American,Male,0,32,0
22,1,F,African-American,Male,3,26,0
27,0,F,Other,Male,0,1,1
40,0,F,African-American,Male,0,1,1
45,0,F,African-American,Male,7,1,1
20,0,F,African-American,Male,1,2,0
25,0,F,Other,Male,3,7,0
22,0,F,African-American,Female,0,0,0
30,0,M,Other,Male,3,1,1
37,0,F,African-American,Male,4,92,1
25,0,F,African-American,Male,2,1,0
63,0,M,African-American,Male,3,220,0
55,0,F,Other,Male,2,1,1
41,0,M,African-American,Male,0,0,1
21,0,F,African-American,Male,1,8,0
24,0,F,African-American,Female,0,0,1
22,1,F,African-American,Male,1,0,0
60,0,F,African-American,Male,0,218,1
33,1,M,African-American,Male,7,1,0
70,0,M,Other,Male,0,0,1
27,0,M,African-American,Male,6,1,0
31,0,M,African-American,Female,0,4,0
24,0,F,African-American,Female,0,1,1
48,1,F,African-American,Male,14,142,0
43,1,M,Other,Female,22,26,0
34,0,F,Other,Male,0,0,1
24,1,F,African-American,Male,5,0,1
35,0,M,African-American,Male,8,8,0
29,0,F,African-American,Female,1,179,0
25,1,M,African-American,Male,5,0,0
32,0,M,Other,Male,0,6,1
37,1,M,African-American,Male,5,6,0
30,1,F,African-American,Male,9,1,0
22,0,F,Other,Male,0,1,0
49,0,F,African-American,Male,1,24,1
35,0,F,African-American,Male,0,2,0
41,0,M,African-American,Female,5,0,0
24,1,F,African-American,Male,0,6,0
30,0,M,Other,Male,1,35,1
48,0,F,Other,Male,0,27,1
25,1,F,African-American,Male,0,9,0
23,0,M,African-American,Male,0,0,0
40,1,F,African-American,Male,5,30,0
27,0,M,African-American,Male,0,1,1
54,1,F,Other,Male,2,29,1
59,0,M,Other,Male,3,2,1
24,1,F,African-American,Male,0,9,1
24,1,M,African-American,Male,2,0,0
29,1,F,Other,Female,2,8,0
47,0,F,Other,Female,0,3,1
33,1,F,Other,Male,1,10,0
34,1,F,Other,Male,4,31,1
29,0,F,Other,Male,0,0,1
26,1,M,Other,Male,9,1,1
22,0,F,African-American,Male,3,128,0
32,1,M,Other,Male,1,0,1
25,0,F,African-American,Male,0,0,1
29,1,M,African-American,Male,0,1,1
23,1,F,African-American,Female,2,1,0
21,0,F,Other,Female,0,2,0
28,0,F,African-American,Male,0,0,1
53,0,M,Other,Female,0,0,1
33,1,F,Other,Male,9,49,0
59,1,M,African-American,Male,15,14,0
20,0,F,African-American,Male,0,1,1
28,0,M,Other,Male,0,13,1
32,1,F,African-American,Female,3,0,1
30,0,M,Other,Male,3,0,1
31,0,F,Other,Male,1,0,1
24,0,F,Other,Female,0,0,1
23,0,F,African-American,Male,0,1,0
22,1,M,Other,Male,0,0,1
20,1,F,Other,Male,1,35,0
41,0,F,Other,Male,0,1,1
38,1,F,African-American,Male,10,10,1
35,0,F,Other,Male,0,0,0
45,0,M,Other,Male,2,0,1
27,1,F,African-American,Male,10,1,0
25,0,F,African-American,Male,0,1,1
49,0,M,Other,Female,4,3,1
23,0,M,African-American,Male,2,5,0
31,1,F,African-American,Female,2,176,0
23,1,M,Other,Male,1,0,0
36,0,F,African-American,Male,0,0,1
32,0,M,African-American,Male,0,1,0
28,1,F,African-American,Male,5,0,0
27,1,F,Other,Male,5,6,0
26,0,M,Other,Male,7,68,0
28,1,F,African-American,Male,2,2,0
26,1,F,African-American,Male,6,18,0
22,1,F,African-American,Female,4,2,0
55,0,F,Other,Female,0,0,1
61,1,M,African-American,Male,4,2,0
25,0,M,Other,Male,0,0,1
21,1,M,African-American,Male,3,17,0
23,1,M,Other,Male,5,54,0
46,0,F,African-American,Male,4,8,1
21,0,F,Other,Male,1,1,1
43,0,M,African-American,Male,8,1,1
24,0,F,African-American,Male,0,1,0
33,0,F,African-American,Male,4,7,1
36,1,M,African-American,Male,4,2,0
66,0,F,Other,Male,0,1,1
41,1,F,African-American,Male,8,2,1
37,1,F,African-American,Male,3,1,1
37,0,F,Other,Male,3,2,1
66,1,F,African-American,Female,11,5,0
42,0,F,African-American,Male,3,1,1
56,0,M,African-American,Male,3,14,1
38,1,F,African-American,Male,1,7,1
28,1,M,Other,Male,5,26,0
33,1,F,Other,Male,4,1,1
26,0,F,African-American,Male,4,0,0
32,1,F,African-American,Male,1,1,0
56,1,M,African-American,Female,2,0,1
28,0,F,African-American,Male,0,0,1
27,0,F,African-American,Male,1,0,1
27,0,F,African-American,Male,4,33,0
27,0,F,African-American,Male,4,0,1
22,1,F,Other,Female,3,2,0
21,0,F,Other,Male,0,0,1
25,1,M,Other,Male,3,172,0
22,1,F,Other,Male,0,0,1
57,0,F,Other,Male,2,9,1
31,0,M,Other,Male,3,0,0
20,0,M,Other,Male,0,3,1
20,1,F,African-American,Male,3,-1,0
28,0,M,Other,Male,9,0,1
34,0,M,Other,Female,4,0,1
30,0,M,African-American,Female,0,0,1
28,1,F,Other,Male,3,0,0
33,0,M,Other,Male,0,0,1
28,1,F,African-American,Male,6,2,0
56,0,F,African-American,Male,4,16,0
40,1,F,African-American,Male,15,72,0
27,0,F,Other,Male,0,1,1
32,1,F,African-American,Male,8,2,0
22,0,F,African-American,Male,0,9,1
33,0,M,Other,Female,2,2,1
39,1,M,Other,Female,1,10,1
39,0,M,Other,Male,0,3,1
62,1,M,Other,Female,1,0,1
26,0,F,Other,Male,1,-1,1
44,0,F,Other,Male,3,0,0
42,0,F,African-American,Male,8,1,0
34,0,F,African-American,Male,12,34,0
39,0,F,African-American,Female,6,0,0
33,1,M,African-American,Male,6,1,1
49,0,F,African-American,Female,0,1,1
47,0,F,African-American,Male,1,49,1
59,0,M,Other,Female,0,0,1
32,0,F,African-American,Male,9,0,0
29,1,F,African-American,Male,9,4,0
27,0,F,Other,Male,2,1,1
21,1,F,African-American,Male,2,1,0
49,0,F,Other,Male,4,5,1
39,0,F,Other,Female,1,106,1
26,0,M,African-American,Male,1,32,1
29,1,M,Other,Male,7,1,0
24,1,F,Other,Male,9,4,0
26,0,F,Other,Male,1,0,0
43,0,M,Other,Male,2,1,1
31,0,M,African-American,Male,0,0,1
31,1,F,Other,Male,8,117,0
25,0,F,African-American,Male,6,6,0
24,0,F,African-American,Male,0,0,0
38,1,F,Other,Male,5,0,0
29,0,M,Other,Male,2,0,1
62,1,F,African-American,Male,13,1,0
51,1,F,Other,Male,1,0,1
43,0,M,Other,Male,0,0,1
27,1,M,African-American,Female,1,16,0
27,1,M,African-American,Male,0,5,1
30,1,F,African-American,Male,9,8,0
21,0,M,Other,Male,1,0,1
53,0,F,Other,Male,0,11,1
30,0,M,Other,Male,0,0,1
32,0,F,Other,Male,0,7,0
23,0,F,African-American,Male,0,1,1
41,0,F,African-American,Female,0,0,1
45,0,F,African-American,Female,2,11,1
19,1,M,Other,Male,0,1,0
55,0,M,Other,Female,0,0,1
39,0,F,African-American,Male,1,4,1
32,0,F,African-American,Male,1,0,1
28,1,F,African-American,Male,18,12,0
37,0,F,Other,Male,3,6,1
23,0,F,African-American,Male,0,3,1
35,0,M,African-American,Male,1,1,1
25,0,F,Other,Female,0,0,1
55,1,F,African-American,Male,21,85,0
23,0,M,African-American,Female,1,-1,0
34,1,M,Other,Male,3,1,1
23,1,F,African-American,Female,2,116,0
28,0,F,Other,Male,6,2,1
34,0,F,Other,Female,1,2,1
24,0,M,African-American,Male,0,3,0
42,1,F,African-American,Male,17,32,0
55,1,M,African-American,Male,10,4,0
33,1,F,African-American,Male,1,3,1
41,0,M,African-American,Female,0,1,1
21,1,M,Other,Male,1,0,1
24,1,F,African-American,Male,3,1,0
28,1,M,African-American,Male,12,1,0
42,1,M,Other,Female,4,0,0
54,1,M,Other,Male,3,2,1
37,1,M,Other,Male,0,0,1
26,1,F,African-American,Male,9,2,0
33,1,M,African-American,Male,3,114,0
28,0,F,African-American,Male,1,15,1
24,0,M,African-American,Male,0,0,0
31,0,F,African-American,Female,10,1,0
25,1,F,African-American,Male,1,0,1
47,1,M,African-American,Male,3,7,0
34,0,F,African-American,Male,15,6,0
27,1,F,African-American,Female,3,1,0
31,0,F,Other,Male,1,1,1
64,0,M,African-American,Male,13,1,0
60,1,M,Other,Male,1,1,1
41,1,F,Other,Male,1,1,1
31,1,F,African-American,Male,9,0,0
43,0,F,African-American,Female,0,-1,0
60,0,M,Other,Male,2,10,1
21,0,F,Other,Female,0,0,0
36,1,F,African-American,Male,7,1,1
35,0,F,Other,Male,5,0,1
38,0,F,Other,Male,2,0,1
29,0,F,Other,Female,0,28,1
54,0,M,Other,Male,0,-1,1
26,0,M,African-American,Female,0,6,0
31,1,F,Other,Male,5,37,0
20,1,F,Other,Male,2,192,0
23,0,M,African-American,Female,0,0,0
29,1,F,Other,Female,7,8,0
25,1,F,African-American,Male,1,0,1
46,1,F,African-American,Male,2,9,1
21,1,F,Other,Male,0,0,0
26,1,F,African-American,Male,7,2,0
27,1,F,African-American,Male,8,49,0
34,1,F,African-American,Male,0,10,1
58,1,M,African-American,Male,21,59,0
54,0,F,Other,Male,6,0,1
46,0,M,Other,Female,0,0,1
39,0,F,Other,Male,0,0,1
39,0,F,African-American,Male,0,18,1
59,0,F,Other,Female,2,29,1
32,1,F,African-American,Male,7,37,0
51,1,M,Other,Female,5,20,0
20,0,F,African-American,Female,0,0,0
29,1,F,Other,Male,7,0,0
31,0,M,African-American,Male,7,1,1
24,0,M,African-American,Female,0,0,0
26,0,M,Other,Male,0,0,0
28,1,M,African-American,Female,6,2,0
26,1,F,Other,Male,0,1,0
20,1,M,Other,Male,0,0,1
32,1,M,Other,Male,4,1,1
32,1,F,Other,Female,2,0,1
33,0,M,Other,Female,0,0,1
47,1,M,Other,Male,13,66,1
36,1,M,African-American,Male,5,1,0
