RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
0.516648335,78,0,0.380621693,3023.0,3,0,1,0,0.0,1
0.315134243,43,0,0.295463067,8000.0,6,0,1,0,0.0,1
0.065919318,41,0,0.225230991,25000.0,9,0,1,0,3.0,1
0.286670256,39,0,0.488145049,3584.0,9,0,1,0,3.0,1
0.000988989,78,0,0.000239981,4166.0,4,0,0,0,1.0,1
0.068325742,47,0,0.004319654,4166.0,7,0,0,0,2.0,1
0.544248982,41,0,0.510448955,10000.0,10,0,2,0,0.0,1
0.156745116,33,0,1.156445267,4320.0,8,0,2,0,0.0,0
0.062850914,53,0,0.663729809,4085.0,11,0,2,0,0.0,1
0.663046289,43,1,0.785476349,1500.0,6,0,1,0,0.0,1
0.012940923,59,0,0.495058089,5766.0,12,0,1,0,0.0,1
0.638811513,32,0,0.890821836,5000.0,14,0,1,0,0.0,1
0.578027466,82,0,0.443701971,2992.0,5,0,1,0,0.0,1
0.738559322,32,2,0.013417522,3800.0,2,0,0,1,0.0,1
0.0,62,0,0.603628118,6614.0,8,0,2,0,0.0,1
0.154613581,89,0,0.245381439,4600.0,10,0,2,0,0.0,1
0.280765698,64,0,0.299911269,2253.0,9,0,0,0,2.0,1
0.018060793,36,0,0.221437142,7500.0,7,0,1,0,0.0,1
0.238798508,62,0,0.134429098,16000.0,8,0,1,0,2.0,1
0.007138447,59,0,0.28607859,8626.0,11,0,2,0,3.0,1
0.9999999,49,0,0.0,8250.0,1,0,0,0,4.0,1
0.030157913,62,0,0.109756098,7461.0,15,1,0,0,0.0,1
0.117273666,62,0,0.7421104,9220.0,19,0,3,0,2.0,1
1.279069767,25,1,0.178555202,2200.0,3,0,0,0,0.0,1
0.022901297,43,0,0.208982099,9440.0,6,0,1,0,1.0,1
0.996333578,34,0,0.54176663,4584.0,8,0,1,0,0.0,1
0.999933775,26,0,0.21579274,6445.0,5,0,0,0,0.0,1
0.018085198,37,0,0.489251075,10000.0,5,0,1,0,1.0,1
0.668129861,74,0,0.773363775,6569.0,19,0,2,0,4.0,1
0.178441078,59,0,0.13782495,6500.0,3,0,1,0,1.0,1
0.365814053,47,0,0.469332885,5950.0,19,0,2,0,0.0,1
0.241255286,30,1,0.405327574,4166.0,5,0,1,0,0.0,1
0.113293741,43,0,187.5,1.0,11,0,0,0,2.0,1
0.9999999,35,0,0.336052789,8334.0,2,0,2,0,2.0,1
0.01193428,43,3,0.379969419,5231.0,15,0,2,0,3.0,1
0.0163465,34,0,0.890713834,4748.0,13,0,2,0,0.0,1
0.9999999,34,1,0.118299445,5409.0,2,3,0,1,0.0,0
0.0,61,0,0.000141163,7083.0,7,0,0,1,1.0,1
0.9999999,38,0,0.477927652,3261.0,3,0,1,0,0.0,1
0.230830767,58,0,0.274818494,13084.0,5,0,1,0,2.0,1
0.069073783,52,0,0.496387424,5120.0,8,0,2,0,4.0,1
0.129543523,57,0,0.085031201,13300.0,3,0,1,0,1.0,1
0.0,42,0,0.345734016,13466.0,16,0,3,0,1.0,1
0.9999999,23,0,0.094763092,400.0,1,0,0,0,0.0,1
0.9999999,35,3,0.353441093,6000.0,5,2,0,1,1.0,0
0.0,63,0,0.205586294,15000.0,5,0,1,0,0.0,1
0.420865997,46,0,0.563624679,7779.0,12,0,3,0,0.0,1
0.0,41,0,0.142065995,13000.0,10,0,1,0,2.0,1
0.392411367,49,1,0.150264248,7000.0,12,0,1,0,2.0,1
0.007630401,86,0,0.00209979,10000.0,4,0,0,0,0.0,1
0.006944123,43,0,0.275107604,5575.0,6,0,1,0,2.0,1
0.9999999,58,0,0.472150814,3500.0,4,0,1,1,0.0,1
0.0,34,0,1.326449034,1500.0,9,0,3,0,0.0,1
0.184525445,58,0,0.3666837,9784.0,10,0,3,0,0.0,1
0.0,47,0,0.284085275,6050.0,5,0,1,0,0.0,1
0.016007442,61,0,0.118221085,6250.0,7,0,1,0,0.0,1
0.441009956,52,0,0.281054588,5916.0,10,0,1,0,1.0,1
0.055916327,43,0,0.479601632,8333.0,7,0,1,0,1.0,0
0.001900912,82,0,0.303339332,5000.0,12,0,2,0,1.0,1
0.9999999,32,0,0.178486435,2100.0,2,0,0,1,0.0,1
0.294370925,30,0,0.420086554,6700.0,10,0,1,0,1.0,1
0.007314146,52,0,0.267351445,20833.0,4,0,2,0,1.0,1
0.111346499,64,0,0.406067804,9261.0,10,0,3,0,0.0,1
0.9999999,53,0,0.187660041,8200.0,1,0,1,0,1.0,1
0.0,56,1,0.500549945,10000.0,8,0,2,0,2.0,1
0.982111693,47,1,0.346391199,7453.0,9,0,2,0,2.0,1
0.142011682,69,0,0.234549091,10500.0,19,0,1,0,0.0,1
0.490782983,65,1,0.23620411,4330.0,8,0,0,0,0.0,1
0.009609287,75,0,0.00311975,4166.0,5,0,0,0,0.0,1
0.0,60,0,1.407432095,6000.0,8,0,2,0,0.0,1
0.431111335,76,0,0.229185318,3350.0,4,0,0,0,0.0,1
0.155460456,31,0,0.108029668,3100.0,7,0,0,0,0.0,1
0.073386169,37,0,0.994594595,1664.0,10,0,1,0,3.0,1
0.9999999,36,0,0.325371476,7200.0,3,0,1,0,2.0,1
0.030803595,42,0,0.272451348,5600.0,6,0,1,0,1.0,1
0.055143446,60,0,0.213700991,4641.0,9,0,0,0,1.0,1
0.637661133,31,0,0.573531454,7200.0,12,0,2,0,3.0,1
0.473627741,42,1,0.564869419,4747.0,17,0,1,0,0.0,1
0.222555489,44,0,0.139472106,3333.0,6,0,0,0,3.0,1
0.246169826,35,1,0.697417616,11500.0,10,0,4,0,0.0,1
0.069258752,69,0,0.340276621,6000.0,8,0,1,0,0.0,1
0.986127969,43,0,0.154498637,3300.0,3,0,0,0,1.0,1
0.098875458,45,0,0.243965148,7000.0,5,0,1,0,2.0,1
0.213342651,38,0,0.271771936,27500.0,14,0,2,0,2.0,1
0.026686906,57,0,0.326925075,9622.0,13,0,2,0,1.0,1
0.061226055,44,0,0.275732267,8500.0,15,0,2,0,0.0,1
0.295909273,65,0,0.337015522,10500.0,11,0,1,0,0.0,1
0.0,56,0,0.272944499,9206.0,16,0,1,0,0.0,1
0.060216629,39,0,0.042303625,10400.0,3,0,0,0,0.0,1
0.226721008,71,0,0.148820327,3856.0,11,0,0,0,0.0,1
0.669800694,64,0,0.071728222,12156.0,5,0,0,0,0.0,1
0.0,61,0,0.005691432,6500.0,17,0,0,0,1.0,1
0.332307283,55,0,0.537972897,7083.0,9,0,2,0,0.0,1
0.179768673,33,0,0.333990401,11667.0,8,0,1,0,0.0,1
0.9999999,69,1,0.070422535,2200.0,2,1,0,1,0.0,1
0.167380151,38,0,0.10623103,5600.0,3,0,0,0,2.0,1
0.03794245,73,0,0.488568318,3673.0,9,0,1,0,0.0,1
0.074819554,86,0,0.20094687,1900.0,7,0,1,0,0.0,1
0.095495225,46,0,0.823578421,4800.0,6,0,2,0,0.0,1
0.767169982,47,0,0.317329638,12267.0,10,0,1,0,3.0,1
0.323335461,51,2,0.415152554,2916.0,6,1,1,0,1.0,0
0.832672244,44,0,0.255620438,13699.0,6,0,1,0,1.0,1
0.071231311,47,0,0.463928668,3700.0,3,0,1,0,0.0,1
0.926018495,53,0,0.190451876,7833.0,6,1,0,0,3.0,1
0.0643403,72,0,0.383764413,6417.0,9,0,2,0,0.0,1
0.04152413,43,0,0.005748563,4000.0,3,0,0,0,2.0,1
0.02359882,89,0,14.0,0.0,3,0,0,0,0.0,1
0.463826569,27,0,0.238723608,4167.0,8,0,0,0,0.0,1
0.700664238,28,0,0.108978204,5000.0,7,0,0,0,0.0,1
0.022911893,87,0,0.001040222,2883.0,2,0,0,0,0.0,1
0.149178176,40,0,0.358639076,7876.0,7,0,2,0,2.0,1
0.66370612,39,0,0.05714782,5756.0,3,0,0,0,1.0,1
0.023234379,52,0,0.305738852,5000.0,6,0,1,0,2.0,1
0.022358923,42,0,0.082319613,6000.0,7,0,1,0,0.0,1
0.36485234,60,0,0.9274493,3500.0,13,0,1,0,0.0,1
0.9999999,43,0,0.191003213,2800.0,3,0,0,0,2.0,1
0.0,26,0,0.058823529,560.0,5,0,0,0,0.0,1
0.023415024,66,0,0.01190696,10833.0,7,0,0,0,1.0,1
0.171200993,68,0,0.233056406,6860.0,9,0,1,0,0.0,1
0.572216477,44,2,0.425840708,2824.0,7,0,0,1,0.0,1
0.530359424,65,0,0.58230384,5989.0,5,0,2,0,1.0,1
0.369759268,55,0,0.422394401,4000.0,6,0,1,0,0.0,1
0.071673176,59,0,0.245891376,19166.0,12,0,2,0,1.0,1
0.003459931,47,0,0.168007803,4100.0,9,0,0,0,2.0,1
0.911043458,35,3,0.342370152,7450.0,7,0,1,0,2.0,0
0.822880448,49,0,0.688655672,6002.0,8,0,1,0,0.0,1
0.522353914,64,0,1.167073984,4500.0,20,0,3,0,0.0,1
0.0,32,1,0.502874281,4000.0,10,0,1,0,1.0,0
0.351849521,61,0,0.306215203,8800.0,11,0,2,0,0.0,1
0.580347462,72,0,0.482451404,3703.0,7,0,1,0,1.0,1
0.019259615,63,0,0.774689642,5396.0,6,0,2,0,0.0,1
0.257156689,46,0,0.247341151,11000.0,19,0,2,0,1.0,1
0.62835249,33,1,0.169387232,11700.0,10,0,0,0,0.0,1
0.026819923,59,0,0.655441679,2048.0,10,0,0,0,0.0,1
0.025252787,60,0,0.218878112,10000.0,11,0,1,0,0.0,1
0.449394869,51,0,0.674358501,5416.0,14,0,3,0,2.0,1
0.027271039,35,1,0.138914378,14166.0,10,0,1,0,1.0,1
0.0,26,0,0.0,2300.0,2,0,0,0,0.0,1
0.003253475,44,0,0.666448517,4583.0,10,0,3,0,1.0,1
0.052017156,69,0,0.159246395,9500.0,10,0,3,0,0.0,1
0.217782218,52,0,0.296132922,6800.0,6,0,1,0,1.0,1
0.971835642,39,1,0.379157854,5200.0,12,0,0,1,2.0,1
0.004922764,87,0,0.001958864,4083.0,6,0,0,0,0.0,1
0.008763676,34,0,0.093060463,15000.0,5,0,1,0,0.0,1
0.369202784,55,0,0.805883716,4316.0,15,0,3,0,0.0,1
0.337259804,46,0,0.296100557,7000.0,21,0,1,0,0.0,1
0.860928426,28,0,0.456341789,3744.0,16,0,0,0,0.0,1
0.221211895,59,0,0.358623732,6800.0,16,0,2,0,1.0,1
0.585593102,55,0,0.384487535,3609.0,4,0,0,0,1.0,1
0.002666489,49,0,0.129884078,27000.0,6,0,2,0,0.0,1
0.047286134,60,0,0.251987401,6666.0,13,0,2,0,0.0,1
0.30594322,33,0,0.255186203,4000.0,8,0,0,1,1.0,1
0.159569779,78,0,3.026578073,300.0,11,0,0,0,0.0,1
0.026664889,38,0,0.237840154,14000.0,7,0,2,0,2.0,1
0.173713417,80,0,0.391101483,6000.0,7,0,2,0,0.0,1
0.211757802,62,0,0.260473953,10000.0,16,0,2,0,1.0,1
0.505091931,42,0,0.777623487,5040.0,9,0,1,0,2.0,1
0.060264658,43,0,0.128374325,5000.0,6,0,0,0,0.0,1
0.013820659,28,0,0.002540937,7083.0,7,0,0,0,0.0,1
0.487358098,47,0,0.235543287,21010.0,12,0,3,1,3.0,1
0.022932722,65,0,0.465280849,2260.0,12,0,1,0,0.0,1
0.401117684,51,0,0.458446157,4800.0,14,0,2,0,2.0,1
0.020639901,77,0,0.186513995,3929.0,13,0,1,0,0.0,1
0.9999999,34,0,0.0,1920.0,0,1,0,0,2.0,1
0.019160631,65,0,0.183547558,5834.0,8,0,2,0,1.0,1
0.010451456,90,0,0.003665445,3000.0,12,0,0,0,0.0,1
0.270617633,58,0,0.176364156,10500.0,12,0,0,0,0.0,1
0.0,52,0,0.252197431,8873.0,7,0,1,0,0.0,1
0.877915783,58,1,0.353429714,3250.0,9,0,1,1,0.0,1
0.059122167,52,0,0.009039277,12500.0,6,0,0,0,0.0,1
0.346666458,53,0,0.528677706,4166.0,8,0,1,0,0.0,1
0.462076184,39,0,0.22124219,2720.0,5,0,0,0,0.0,1
0.087511785,70,0,0.399545736,4842.0,4,0,2,0,0.0,1
0.021128598,67,0,0.112907968,3400.0,6,0,0,0,0.0,1
0.029060631,78,0,0.005999143,7000.0,4,0,0,0,0.0,1
0.050254606,63,0,0.279569892,5300.0,9,0,1,0,0.0,1
0.822898699,49,1,0.428888889,7649.0,18,0,1,0,2.0,0
0.0,52,0,0.27220327,8500.0,13,0,1,0,0.0,1
0.966466676,46,0,0.263206502,5413.0,4,0,1,0,0.0,1
0.824789886,66,0,0.642761007,5200.0,12,0,3,0,0.0,1
0.286265858,46,0,0.04173913,6324.0,5,0,0,1,2.0,1
0.230929815,40,0,0.303265941,4500.0,6,0,0,0,3.0,1
0.040673765,51,0,0.554481839,3000.0,6,0,2,0,0.0,1
0.002307633,63,0,0.278023771,4290.0,6,0,2,0,0.0,1
0.994066864,51,0,0.898138833,3975.0,11,0,2,0,0.0,1
0.031069191,36,0,0.287208607,3345.0,12,0,1,0,0.0,1
0.718637035,65,4,0.334073992,9000.0,12,0,1,0,1.0,0
0.456375839,40,1,0.312819718,6450.0,10,0,2,0,1.0,1
0.434842424,48,0,0.229601112,9350.0,9,0,1,0,2.0,1
0.01447346,69,0,0.175316637,10500.0,8,0,1,0,0.0,1
0.169383062,28,0,0.008538251,5855.0,4,0,0,0,0.0,1
0.089365644,62,0,0.37913486,2750.0,14,0,1,0,0.0,1
0.104213781,59,0,0.231963663,9466.0,14,0,1,2,0.0,1
0.05521446,62,0,0.205999077,10834.0,6,0,1,0,0.0,1
0.0,40,0,0.0,15000.0,2,0,0,0,2.0,1
0.169652296,44,1,0.743404312,7466.0,14,0,3,0,4.0,1
0.834636994,66,0,0.470806139,11337.0,13,0,2,0,0.0,1
0.544446464,53,0,0.880108992,1100.0,8,0,0,0,0.0,1
0.171746184,48,0,0.358967367,11000.0,6,0,2,0,0.0,1
0.146347967,38,0,0.027707505,8300.0,12,0,0,0,1.0,1
0.204412295,42,0,0.50010636,4700.0,6,0,2,0,2.0,1
0.407573964,41,0,0.240883545,7650.0,12,0,1,0,0.0,1
0.024600212,58,0,0.397268071,5270.0,13,0,1,0,0.0,1
0.0,35,0,0.01058616,5100.0,4,0,0,0,0.0,1
0.9999999,60,0,0.432345591,2800.0,8,0,1,0,0.0,1
0.00812774,71,0,0.0979565,18252.0,16,0,1,0,1.0,1
0.00054943,59,0,0.0,2236.0,4,0,0,0,0.0,1
0.081483001,47,0,0.173916149,14000.0,6,0,1,0,2.0,1
0.843303335,47,0,0.10201531,6400.0,3,2,0,0,0.0,1
0.031568745,84,0,1.207792208,1000.0,13,0,2,0,0.0,1
0.113165246,46,0,0.916929548,950.0,5,0,0,0,1.0,1
0.050734989,60,0,0.097978227,4500.0,6,0,0,0,0.0,1
0.016995824,34,0,0.009497626,4000.0,16,0,0,0,0.0,1
0.9999999,48,0,0.376778162,2600.0,13,9,0,0,0.0,1
0.784431138,23,0,0.011827957,929.0,2,0,0,0,0.0,1
0.680716868,64,0,0.327334533,5000.0,9,0,0,0,0.0,1
0.459582198,28,0,0.083695815,6666.0,7,0,0,0,0.0,1
0.496157253,44,0,0.156379149,7500.0,4,0,0,0,0.0,1
1.116590408,61,4,1.042840143,2520.0,10,0,1,0,1.0,1
0.732353834,35,0,0.460928507,7818.0,16,0,2,0,0.0,0
0.935706429,49,0,0.596337133,5350.0,10,0,1,0,3.0,1
0.23698249,53,0,0.18034038,13102.0,8,0,2,0,1.0,1
0.334235166,42,0,0.367726455,5000.0,11,0,1,0,0.0,0
0.725025271,54,1,0.742984205,6520.0,10,0,2,0,1.0,0
0.0,25,0,0.0,2000.0,1,0,0,0,0.0,1
0.148173089,41,0,0.117009132,14015.0,8,0,2,0,1.0,1
0.754693977,63,1,0.376875229,2732.0,3,0,1,0,0.0,1
0.150783643,46,0,0.011899096,2100.0,1,0,0,0,1.0,1
0.030788461,63,0,0.00539892,5000.0,6,0,0,0,0.0,1
0.058598047,67,0,0.00779844,6667.0,3,0,0,0,0.0,1
0.098980204,58,1,0.334404571,5600.0,5,0,2,0,0.0,1
0.0,64,0,0.0,5668.0,4,0,0,0,0.0,1
0.079784575,42,0,0.786468122,6916.0,9,0,3,0,1.0,1
0.261389064,65,0,0.57788671,5507.0,10,0,1,0,0.0,1
0.05494006,27,0,0.43218927,3000.0,9,0,2,0,0.0,1
0.020979021,23,0,0.0,929.0,3,0,0,0,0.0,1
0.061991734,25,0,0.009369144,1600.0,3,0,0,0,0.0,1
0.064492622,42,0,0.015437114,6153.0,4,0,0,0,2.0,1
0.762618691,32,2,0.145949891,4110.0,2,0,0,1,2.0,1
0.080778217,53,2,0.510051036,9600.0,15,0,2,0,3.0,1
0.450236651,33,0,0.101179764,5000.0,5,0,0,0,0.0,1
0.981166534,53,2,0.327119491,14000.0,7,0,2,3,1.0,1
0.126906784,72,0,0.251449903,15000.0,6,0,2,0,2.0,1
0.009905349,59,0,0.224269751,5100.0,7,0,1,0,0.0,1
0.0,36,0,0.400316178,5692.0,9,0,2,0,0.0,1
0.046773857,51,0,1.036991369,2432.0,7,0,2,0,3.0,1
0.0,83,0,0.052436441,5663.0,15,0,0,1,0.0,1
0.15795596,74,0,0.061466305,4050.0,12,0,1,0,0.0,1
0.851771858,44,3,0.236884335,8100.0,9,0,1,0,2.0,1
0.767790262,28,2,0.145819831,3085.0,8,0,0,0,0.0,1
0.883389576,77,1,1.992015968,500.0,4,0,1,2,0.0,1
0.951209758,36,0,0.061445262,2310.0,2,0,0,0,2.0,1
0.9999999,41,0,0.071061875,3700.0,1,0,0,0,2.0,0
0.194162388,37,0,0.63472552,7158.0,5,0,2,0,1.0,1
0.457526639,51,0,0.333583302,8000.0,16,0,2,0,2.0,1
0.357215536,58,0,0.529550132,3400.0,11,0,2,0,3.0,1
0.787520788,56,0,0.608878224,5000.0,6,0,2,0,0.0,1
0.122356221,72,0,0.341265449,5420.0,9,0,2,0,1.0,1
0.921797005,56,0,0.590704648,1333.0,3,0,0,0,1.0,1
1.031069936,46,1,0.158099047,8500.0,15,0,2,0,0.0,0
0.144432175,80,0,0.308563812,3000.0,10,0,1,0,0.0,1
0.86080696,39,0,0.161307327,3793.0,6,0,0,0,0.0,1
0.013239914,89,0,0.004521167,4865.0,6,0,0,0,0.0,1
0.420927214,55,0,0.273160402,17000.0,11,0,2,0,1.0,1
0.165699907,70,0,0.212428857,6500.0,5,0,1,0,1.0,1
0.736723641,61,3,0.722875287,7400.0,14,1,3,1,0.0,0
0.467021985,45,1,0.205272013,3565.0,3,0,0,0,0.0,1
0.017406575,72,0,0.028437725,11111.0,9,0,0,0,1.0,1
0.917632947,50,0,0.454143414,9496.0,15,0,2,0,0.0,1
0.001898371,48,0,0.399366086,1892.0,6,0,1,0,3.0,1
0.330186613,44,2,0.34417405,17833.0,8,0,2,0,4.0,1
0.47196067,30,0,0.423037367,5833.0,5,0,1,0,3.0,1
0.252123428,32,0,0.218551797,3783.0,5,0,0,0,1.0,1
0.043573483,59,1,0.293465801,7850.0,12,0,1,0,0.0,1
0.317917827,54,0,0.634836516,10000.0,21,0,2,0,1.0,1
0.073649755,48,2,0.516678666,12500.0,9,0,3,0,0.0,1
0.819287576,39,0,0.61437618,9000.0,13,0,2,0,0.0,0
0.128266533,76,0,0.235630132,5601.0,11,0,3,0,0.0,1
0.072850503,48,0,0.176282372,10000.0,7,0,1,0,0.0,1
0.017006443,64,0,0.170678337,19650.0,6,0,2,0,1.0,1
0.9999999,48,2,0.609056425,4217.0,5,2,2,2,3.0,0
0.075748106,69,0,0.295489624,5830.0,7,0,2,0,0.0,1
0.021437579,28,0,0.000856898,3500.0,4,0,0,0,1.0,1
0.182890855,31,1,0.184163167,5000.0,8,0,0,0,0.0,1
0.007967481,59,0,0.002806771,11400.0,23,0,0,0,2.0,1
0.9770023,49,0,0.079529494,5695.0,2,0,0,0,2.0,1
0.924496044,48,0,0.567797774,7278.0,24,0,3,0,1.0,1
0.011524655,48,0,0.164686507,8500.0,4,0,1,0,1.0,1
0.004790456,60,2,0.15274306,7600.0,23,0,1,0,0.0,1
0.002976302,42,0,0.239616024,5416.0,10,0,1,0,2.0,1
0.472444648,58,0,0.72608365,6574.0,13,0,2,0,0.0,1
1.07831158,45,0,0.347135184,4467.0,4,0,0,1,0.0,1
0.907328917,30,0,0.327253595,2850.0,5,0,0,0,0.0,1
0.006229241,74,0,0.724325455,4780.0,19,0,3,0,0.0,1
0.289642243,37,0,0.201566364,2425.0,9,0,0,0,0.0,1
0.0,72,1,0.142169245,12667.0,9,0,2,0,0.0,1
0.330839599,46,0,1.664134346,2500.0,9,0,2,0,2.0,1
1.098924596,42,0,0.222755449,5000.0,9,0,0,0,0.0,1
0.841138629,37,0,0.391763653,5584.0,12,0,1,0,2.0,1
0.004156658,67,0,0.188128384,5171.0,11,0,1,0,0.0,1
0.015999333,41,1,0.449215948,9756.0,18,0,2,0,3.0,1
0.0,22,0,0.21641791,401.0,6,0,0,0,0.0,1
0.087078897,65,0,0.579834333,3500.0,6,0,2,0,0.0,1
0.614816103,54,0,0.546581367,2500.0,12,0,1,0,2.0,1
0.074260967,69,0,2.47788873,700.0,8,0,1,0,0.0,1
0.761411929,49,0,0.536398,8200.0,8,0,2,0,2.0,1
0.032139489,66,0,0.174202866,9000.0,6,0,1,0,0.0,1
0.084583083,29,0,0.004798081,2500.0,1,0,0,0,0.0,1
0.071331847,53,0,0.289703943,8342.0,10,0,1,0,2.0,1
0.134711898,54,1,0.285340909,8799.0,10,1,2,0,2.0,1
0.9,62,6,0.374443207,7183.0,9,0,1,0,0.0,0
0.767510197,46,0,0.410051107,5869.0,10,0,2,0,3.0,1
0.981204574,33,1,0.665866827,5000.0,17,0,2,0,0.0,1
0.0,62,0,0.128482879,16616.0,8,0,2,0,0.0,1
0.184744641,52,1,2.471264368,2000.0,14,0,4,0,0.0,1
0.004629458,60,0,0.201622818,4066.0,5,0,1,0,2.0,1
0.048582857,51,0,0.214033317,7923.0,9,0,2,0,0.0,1
0.039012293,51,0,0.245278827,4500.0,12,0,1,0,3.0,1
0.664853406,50,1,0.463424903,9500.0,9,0,2,0,0.0,1
0.9999999,33,0,0.830939829,5500.0,12,0,2,0,1.0,1
0.014571613,89,0,0.007855273,4200.0,6,0,0,0,0.0,1
0.048030466,79,0,0.028459623,2810.0,3,0,1,0,0.0,1
0.005499929,61,0,0.119906674,12000.0,12,0,1,0,2.0,1
0.017749113,62,0,0.24633299,15543.0,5,0,3,0,4.0,1
0.2854356,70,0,0.346093415,7000.0,13,0,1,0,1.0,1
0.944079294,51,0,0.371457906,4869.0,13,0,0,0,1.0,1
0.9999999,68,0,0.023155416,2547.0,4,0,0,0,0.0,1
0.163600812,47,0,0.249657931,9500.0,16,0,1,0,1.0,1
0.0073696,51,0,0.243473945,10074.0,10,0,2,0,0.0,1
0.307119421,49,0,0.0928067,16000.0,11,0,1,0,2.0,1
0.337164008,59,0,0.304794198,10616.0,14,0,1,0,1.0,1
0.001754324,80,0,0.307320219,3100.0,4,0,2,0,0.0,1
0.161383586,51,0,0.7270996,5250.0,13,0,2,0,1.0,1
0.053652765,65,1,0.642769857,4909.0,17,0,2,0,1.0,1
0.19544592,34,0,0.257935516,4000.0,11,0,0,0,1.0,1
0.0278405,67,0,0.089258522,8536.0,7,0,1,0,0.0,1
0.129677406,64,0,0.28420557,14865.0,11,0,2,0,2.0,1
1.00842972,26,0,0.037536801,4075.0,4,0,0,2,1.0,0
0.020413512,59,0,0.224899075,15357.0,11,0,2,0,0.0,1
0.086460903,64,0,0.122699387,325.0,3,0,0,0,0.0,1
0.968279508,57,0,0.479815456,1733.0,4,0,0,0,2.0,1
0.9999999,45,0,0.468761157,2800.0,6,0,1,0,2.0,1
0.793543472,29,0,0.304821151,4500.0,7,0,0,0,1.0,1
0.862134993,56,2,1.011595362,2500.0,8,3,1,1,2.0,0
0.0,55,0,0.327638804,9833.0,8,0,1,0,0.0,1
0.40672402,70,0,0.326614363,8284.0,13,0,2,0,0.0,1
0.938261645,62,3,0.420695011,5150.0,8,2,0,0,1.0,1
0.008588923,35,0,0.032563167,7400.0,13,0,0,0,3.0,1
0.144112928,44,0,0.337763687,8200.0,5,0,2,0,2.0,1
0.04462572,40,0,0.015246188,4000.0,8,0,0,0,0.0,1
0.026990835,75,0,0.008844453,5200.0,4,0,0,0,0.0,1
0.289471053,25,0,1.030023095,865.0,5,0,0,0,0.0,1
0.142006904,38,0,0.441171021,5396.0,10,0,3,0,3.0,1
0.016672274,38,0,0.478914558,5453.0,4,0,1,0,1.0,1
0.006824399,39,0,0.136590888,10600.0,6,0,1,0,2.0,1
0.282784271,55,0,0.694475446,3583.0,16,0,1,0,1.0,1
0.160165851,63,0,0.371325538,9150.0,17,0,2,0,0.0,0
0.318476797,62,0,0.182665896,13833.0,8,0,2,0,0.0,1
0.290255844,61,0,0.37246501,3500.0,7,0,1,0,0.0,1
0.005046771,58,0,0.382040383,11291.0,17,0,2,0,0.0,1
0.655853699,55,0,0.519028797,8854.0,12,0,1,0,1.0,1
0.004141011,78,0,0.002263625,5742.0,7,0,0,0,0.0,1
0.021256536,49,0,0.307874144,12267.0,7,0,3,1,2.0,1
0.0,43,0,0.148212947,4000.0,7,0,0,0,2.0,1
0.075974073,50,0,0.202560412,13200.0,6,0,1,0,2.0,1
0.4915663,57,0,0.731696527,4520.0,12,0,2,0,0.0,1
0.24435227,34,0,0.224758767,4248.0,4,0,1,0,0.0,1
0.07333076,56,0,0.195641921,10600.0,6,0,1,0,1.0,1
0.957418172,46,0,0.805379045,6766.0,14,0,2,0,1.0,1
0.339652828,34,0,0.039570981,15010.0,4,0,0,0,3.0,1
0.0,56,3,0.276963862,7166.0,21,0,1,0,1.0,1
1.001998002,52,0,0.014992504,2000.0,1,0,0,0,0.0,1
0.903659895,58,1,0.821435713,5000.0,7,0,1,0,1.0,1
0.05598982,68,1,0.403963859,3430.0,7,1,1,0,0.0,1
0.645799852,56,0,0.781261711,8004.0,13,0,4,0,0.0,1
0.084763339,39,0,0.519935008,8000.0,7,0,4,0,3.0,1
0.886084717,47,0,0.986617443,4333.0,7,0,2,0,1.0,1
0.022048212,33,1,0.279167788,11150.0,15,0,1,0,2.0,1
0.0,56,0,0.190976673,3900.0,9,0,0,0,1.0,1
0.323876095,49,0,0.122748858,11160.0,11,0,0,0,2.0,1
0.380796307,61,0,0.494715795,3500.0,7,0,1,0,1.0,1
0.628195891,65,0,0.474842767,4451.0,8,0,1,0,0.0,1
0.19518586,62,0,0.512058329,5348.0,15,0,1,0,1.0,1
0.037004511,54,1,0.007917174,3283.0,5,0,0,0,0.0,1
0.831554211,58,1,0.565651421,9816.0,14,0,3,0,0.0,1
0.142697488,45,0,0.559491501,7000.0,8,0,1,0,2.0,1
0.014299777,62,0,0.310789928,11000.0,12,0,1,0,4.0,1
0.117173336,47,0,0.606782294,3862.0,6,0,1,0,1.0,1
0.810704402,39,0,0.20558217,4800.0,5,0,0,0,3.0,1
0.534015032,33,0,0.221682617,7000.0,7,0,0,0,0.0,1
0.802470185,47,0,0.498123827,5329.0,10,0,1,0,3.0,1
0.094450339,71,0,0.131322506,4309.0,19,0,0,0,0.0,1
0.348601428,46,0,0.647107032,6100.0,11,0,1,0,1.0,1
0.9999999,55,1,1.520953164,1216.0,4,0,3,0,0.0,1
0.022477758,63,0,0.162476106,6800.0,8,0,1,0,0.0,1
0.273901135,48,0,0.688388407,5416.0,14,0,2,1,2.0,1
0.134127256,40,0,0.29468896,8133.0,10,0,1,0,3.0,1
0.067636097,30,0,0.37193801,6000.0,9,0,2,0,0.0,1
